title,_id,subject,language,Level
African Storybooks - Mwanamke wa rangi ya chungwa,4520b3fff6601c1fa877240acc0eb448,Literature,Swahili,"Lower Primary,Upper Primary"
African Storybooks - Nyanya na Msichana Aliyenuka,4520b3fff6601c1fa877240acc0ebaf8,Literature,Swahili,Lower Primary
African Storybooks - I Enjoy - Ninafura,4520b3fff6601c1fa877240acc0ec2d5,Literature,"Swahili, English","Early Education,Lower Primary"
El corazon delatador,4520b3fff6601c1fa877240acc0ecbe7,Literature,Spanish,Upper Secondary
El escarabajo de oro,4520b3fff6601c1fa877240acc0ed8f4,Literature,Spanish,Upper Secondary
El hundimiento de la Casa Usher,4520b3fff6601c1fa877240acc0ee247,Literature,Spanish,Upper Secondary
El misterio de Marie Roget,4520b3fff6601c1fa877240acc0eea7d,Literature,Spanish,Upper Secondary
El pozo y el pendulo,4520b3fff6601c1fa877240acc0eed83,Literature,Spanish,Upper Secondary
Los hechos en el caso de M. Valdemar,4520b3fff6601c1fa877240acc0ef35f,Literature,Spanish,Upper Secondary
El gato negro,4520b3fff6601c1fa877240acc0ef7c2,Literature,Spanish,Upper Secondary
El conde de Montecristo,4520b3fff6601c1fa877240acc0efa0b,Literature,Spanish,Upper Secondary
El diablo y el relojero,4520b3fff6601c1fa877240acc0f0a00,Literature,Spanish,"Lower Secondary,Upper Secondary"
El fantasma de Canterville,4520b3fff6601c1fa877240acc0f11aa,Literature,Spanish,"Lower Secondary,Upper Secondary"
El hombre de la mascara de hierro,4520b3fff6601c1fa877240acc0f15d1,Literature,Spanish,Upper Secondary
El mundo perdido,4520b3fff6601c1fa877240acc0f1660,Literature,Spanish,Upper Secondary
El retrato de Dorian Gray,4520b3fff6601c1fa877240acc0f1b44,Literature,Spanish,Upper Secondary
El sabueso de Baskerville,4520b3fff6601c1fa877240acc0f1f83,Literature,Spanish,Upper Secondary
El Dr. Jekyll y Mr. Hyde,4520b3fff6601c1fa877240acc0f2a71,Literature,Spanish,Upper Secondary
Los tres mosqueteros,4520b3fff6601c1fa877240acc0f40c1,Literature,Spanish,"Upper Primary,Lower Secondary"
La metamorfosis,4520b3fff6601c1fa877240acc0f4a10,Literature,Spanish,Upper Secondary
La isla del tesoro,4520b3fff6601c1fa877240acc0f5643,Literature,Spanish,"Upper Primary,Lower Secondary"
African Storybooks - Kima ala mkia wake ,4520b3fff6601c1fa877240acc0f6c8a,Literature,Swahili,Lower Primary
African Storybooks - Ndogo sana,4520b3fff6601c1fa877240acc0f7f9e,Literature,Swahili,Lower Primary
African Storybooks - Jinsi Siafu alimwokoa Njiwa,4520b3fff6601c1fa877240acc0f88ad,Literature,Swahili,Lower Primary
African Storybooks - Wanyama wa kufugwa,4520b3fff6601c1fa877240acc0f88d5,Literature,Swahili,Lower Primary
African Storybooks - Mimi na familia yangu,4520b3fff6601c1fa877240acc0f8bdb,Literature,Swahili,Lower Primary
African Storybooks - Jua la Saba,4520b3fff6601c1fa877240acc0f93c4,Literature,Swahili,Lower Primary
African Storybooks - Mkeka wa Akai wa kipekee,4520b3fff6601c1fa877240acc0fa1bb,Literature,Swahili,Lower Primary
African Storybooks - Mtoto Wa Tembo Mdadisi,4520b3fff6601c1fa877240acc0fce9c,Literature,Swahili,Lower Primary
African Storybooks - Ndovu na vyura ,4520b3fff6601c1fa877240acc0fd9b9,Literature,Swahili,Lower Primary
African Storybooks - Adhabu,4520b3fff6601c1fa877240acc0fdaf1,Literature,Swahili,Lower Primary
African Storybooks - Mwanamme mrefu,4520b3fff6601c1fa877240acc0fe34a,Literature,Swahili,Lower Primary
African Storybooks - Mumbi,4520b3fff6601c1fa877240acc1000ec,Literature,"Swahili, English",Lower Primary
African Storybooks - Kiundu mlafi,4520b3fff6601c1fa877240acc100ef5,Literature,Swahili,Lower Primary
African Storybooks - Nyani walioenda huku na kule,4520b3fff6601c1fa877240acc1010b7,Literature,Swahili,Lower Primary
African Storybooks - Bweha mwenye njaa na zabibu chachu,4520b3fff6601c1fa877240acc101c3c,Literature,Swahili,Lower Primary
African Storybooks - Mbegu Ndogo: Hadithi kumhusu Wangari Maathai ,4520b3fff6601c1fa877240acc102bc4,Literature,Swahili,Lower Primary
African Storybooks - Kato Mwakili na Shida Kubwa ,4520b3fff6601c1fa877240acc10371c,Literature,Swahili,Lower Primary
African Storybooks - Anansi na Hekima,4520b3fff6601c1fa877240acc103dc4,Literature,Swahili,Lower Primary
African Storybooks - Namukhaywa (Swahili),4520b3fff6601c1fa877240acc1050f1,Literature,Swahili,Lower Primary
African Storybooks - Barua kwa mama,4520b3fff6601c1fa877240acc10556e,Literature,Swahili,Lower Primary
"African Storybooks - Kalabushe, chiriku",4520b3fff6601c1fa877240acc105ca0,Literature,Swahili,Lower Primary
African Storybooks - Mulongo na Fisi,4520b3fff6601c1fa877240acc106bdb,Literature,Swahili,Lower Primary
African Storybooks - Mfalme wa Ndege,4520b3fff6601c1fa877240acc107157,Literature,Swahili,Lower Primary
African Storybooks - Jumamosi alasiri ya joto,4520b3fff6601c1fa877240acc1072ce,Literature,Swahili,Lower Primary
African Storybooks - Nozibele na Nywele Tatu,4520b3fff6601c1fa877240acc108e2f,Literature,Swahili,Lower Primary
البطاقات التعليمية الحيوانات,4520b3fff6601c1fa877240acc109b1e,Learning,Arabic,Lower Primary
African Storybooks - Mwalimu Goso,4520b3fff6601c1fa877240acc10a4fb,Literature,Swahili,Lower Primary
البطاقات التعليمية الألوان,4520b3fff6601c1fa877240acc10b27e,Learning,Arabic,Lower Primary
البطاقات التعليمية الأرقام,4520b3fff6601c1fa877240acc10d0dd,Learning,Arabic,Lower Primary
African Storybooks - Bweha na jua (Swahili),4520b3fff6601c1fa877240acc10e207,Literature,Swahili,Lower Primary
African Storybooks - Anansi awapa watu hadithi,4520b3fff6601c1fa877240acc10ea76,Literature,Swahili,Lower Primary
البطاقات التعليمية الأشكال,4520b3fff6601c1fa877240acc10ec06,Learning,Arabic,Lower Primary
البطاقات التعليمية الجسم - Arabic English Bodyparts Flashcards,4520b3fff6601c1fa877240acc10fded,Learning,English,Lower Primary
African Storybooks - Anansi na Tai,4520b3fff6601c1fa877240acc110285,Literature,Swahili,Lower Primary
African Storybooks - Khayanga na Kibuyu chake,4520b3fff6601c1fa877240acc11091b,Literature,Swahili,Lower Primary
حمودة و الببغاء الحبيسة - كتاب ٢ - ١,4520b3fff6601c1fa877240acc11178c,Learning,Arabic,Lower Primary
البطاقات التعليمية الحيوانات ٢,4520b3fff6601c1fa877240acc1122eb,Learning,Arabic,Lower Primary
Protecting Yourself From Malaria,455450ec4a20477585a44fff7e753887,Health & Medicine,English,All
Classroom activity on assertion,457c823de2a2080f991a01590418d5ee,"Health & Medicine,Human Development",English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Classroom activity on recognizing assertion,457c823de2a2080f991a0159048d0d5e,Agriculture,English,Professional
Classroom activity on responding to arguments for irresponsible behavior,457c823de2a2080f991a0159049a7a5b,Human Development,English,Professional
Classroom activity on responsible behavior,457c823de2a2080f991a015904bda58e,Agriculture,English,Professional
Convention on the Rights of the Child,457c823de2a2080f991a015904dcf814,Human Development,English,Professional
A Skateboard with a Boost (Video Transcript),462bb5b9414871b9a0bef1763d43808c,Learning,English,Lower Secondary
Augmented Reality- Activities,462bb5b9414871b9a0bef1763d465dd4,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Preterite vs. Imperfect Tense: Spanish Grammar Lesson 2 of 2,469b8744acfa60d598aac8d44257c9be,Languages,Spanish,Undergraduate
Coaching Skills: Question Generator,46f6f83e3b1b2520619250a049bf400f,Learning,English,Professional
Violence Against Women: An Overview,4748e1bba0379316634a025130c6821e,Social Sciences,English,Professional
Gender Equality in Education: Pocket Guide,4748e1bba0379316634a025130e3da9e,Social Sciences,English,Professional
African Storybooks - The Hungry Crocodile,47cc14e2993ef26ffbe59dbb4cffb7b1,Literature,English,"Early Education,Lower Primary"
OLE Bell,481a3337cfef0ce9eedcccf0b760bfd9,Technology,,All
Promoting Health Through School Health Education and Promotion,481a3337cfef0ce9eedcccf0b78baaae,Health & Medicine,eng,Early Education
Basic Networking Tutorial,48310c71b0889ed708a82f8f9037dfc2,Technology,English,Upper Secondary
Family Influences on Gender,48412fdf4d526702f6491688b74dcadf,Social Sciences,English,Upper Secondary
الكتاب اللغة العربية الصف السابع  - الصومال,485143ccf1b4837c757fce796b0bccd0,Languages,Arabic,Lower Secondary
Math 8th SA,485143ccf1b4837c757fce796b3d3b4b,Math,Somali,Lower Secondary
Peer Coaching Models,48706d53d1b3d9e2bcb367141e74572b,Learning,English,Professional
Exercise 4.2 Financial projections,490746f523554d12576bb495ab189465,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Exercise 4.3 Cash Conversion cycle,490746f523554d12576bb495ab1cf9c4,Business and Finance,eng,Professional
Handout 3.4 Preparing a Cash flow Statement,490746f523554d12576bb495ab69f5be,Business and Finance,eng,Professional
Accounting Practitioner's Manual,490746f523554d12576bb495ab9bfec4,Business and Finance,eng,Professional
Handout 3.1 Sample Accounting Documents,490746f523554d12576bb495aba28930,Business and Finance,eng,Professional
Handout 3.2 Standard chart of accounts,490746f523554d12576bb495aba7b1a3,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Exercise 3.1 Record keeping basics,490746f523554d12576bb495abc90ad3,Business and Finance,eng,Professional
Costing Module Slides,490746f523554d12576bb495abf84320,Business and Finance,English,Professional
Thinking About News and the Media Video,49f100693f8bf48c79aeee6c9b52a96a,Learning,English,Lower Secondary
Weird or Just Different Video,49f100693f8bf48c79aeee6c9b55c790,Learning,English,Lower Secondary
Drinking Water: Lesson 01 - Water in Your Community,49f100693f8bf48c79aeee6c9b5a3993,Environment,English,Upper Secondary
Thunderbolt Kids- Natural Sciences and Technology- Grade 5A,4a028d15ce3f8826037119d72fd6640d,Science,English,Upper Primary
Thunderbolt Kids- Natural Sciences and Technology- Teachers Guide- Grade 5A,4a028d15ce3f8826037119d72fe7822a,Science,English,Upper Primary
Thunderbolt Kids- Science Adventures- Grade 5,4a028d15ce3f8826037119d72ff87911,Science,English,Upper Primary
Algebra Exercise Book,4c0062c5f5efead74912e7c18b65d49f,Math,English,Upper Secondary
Strategic Financial Management,4d104ce282146e6bf58f778ba0c08e26,Business and Finance,English,Undergraduate
Hand Washing is Easy,4d1d441cb97e8a38fb9a44c9baf66de8,Health & Medicine,English,Upper Primary
Classifying Animals (Teacher Guide Part 1),4d9bc9fbbdd3d937cadb7f8d576b75d6,Science,eng,Upper Primary
Exercise 5.3 Neoclonal farming costing,4d9df61e986067491ae205ada9014040,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Maps: Interesting Fact Maps,4e1440db81f21f071dbad1565c52b295,Geography,English,"Upper Primary,Lower Secondary,Upper Secondary"
How YouTube Thinks About Copywrite- Transcript,4e1440db81f21f071dbad1565c585df9,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Let's Talk About Dying- Lesson Plan,4e1440db81f21f071dbad1565c64f788,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Encyclopædia Britannica 11 ed. Vol. 13 (Harmony to Hurstmonceaux),4e21ce22aa1f442e6f6d779d671a5786,Reference,English,Professional
Somali Cartoonist,4e63f2e4fa01c6e628567e96a35e1e20,Human Development,Som / Eng,Professional
Periodic Table,4e63f2e4fa01c6e628567e96a3a542b2,Science,Eng,Undergraduate
التربية الاسلامية الصف الاول,4e63f2e4fa01c6e628567e96a3ac1242,Religion,Arabic,Lower Primary
التربية الاسلامية ٢,4e63f2e4fa01c6e628567e96a3b0efbd,Religion,English,Lower Primary
Financial Econometrics,4eebac98a1dfb2f3e00ff0df05575941,Business and Finance,English,Undergraduate
Cold Enough For Ya Audio 20,4f841c515eda6c0fb65504e8ecd54648,Learning,English,Lower Secondary
A Skateboard with a Boost (Video),4f841c515eda6c0fb65504e8ecd9eee3,Learning,English,Lower Secondary
Endangered Species,4f841c515eda6c0fb65504e8ecda779c,Environment,English,"Lower Primary,Upper Primary,Lower Secondary"
"Girl Rising In Nepal A Girl, A Writer, A Powerful Story",4fb777c009f9a2fb2fc724adb32c1f3c,Human Development,English and Nepalese,Early Education
Gender Equality in Health,50000b711df4fea5a546f0d94702cd87,Human Development,English,Professional
Gender Key Concepts- Module 2,50000b711df4fea5a546f0d9470d1fd9,Human Development,English,Upper Secondary
Encyclopædia Britannica 11 ed. Vol. 4 (Bisharin to Calgary),5005b8f679a67db0336cd5cca1b3ee50,Reference,eng,"Early Education,Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The World's Fair: A Pictoral History of the Columbian Exposition,5052e02b897bd81698de7d5b7b566917,History,eng,Upper Secondary
Frankenstein,50efa4adb3e11c251c10aaf3c314f818,bell_literature,English,Upper Secondary
Dadaab Stories - The Gym,50efa4adb3e11c251c10aaf3c395434f,Health & Medicine,English and Somali,Upper Primary
Dadaab Stories - The Newspaper,50efa4adb3e11c251c10aaf3c3a308ed,Human Development,English and Somali,Upper Primary
Thunderbolt Kids- Natural Sciences and Technology- Grade 6A,515351d35f46067058c7a323f66872d3,Science,English,Upper Primary
Thunderbolt Kids- Natural Sciences and Technology- Teachers Guide- Grade 5B,515351d35f46067058c7a323f67371f5,Science,English,Upper Primary
Thunderbolt Kids- Science Adventures- Grade 6,515351d35f46067058c7a323f68503d9,Science,English,Upper Primary
Grade 11 Physical Science,515351d35f46067058c7a323f6b14238,Science,English,Upper Secondary
Caring for Someone with HIV-AIDS at Home,51597e895e00d6e76b4cd330e25bfab4,Agriculture,English,Professional
HIV-AIDS and Education-A Strategic Approach,51597e895e00d6e76b4cd330e2a6dcf9,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
HIV-AIDS and Human Rights,51597e895e00d6e76b4cd330e2af6f17,Health & Medicine,,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
HIV-AIDS Glossary,51597e895e00d6e76b4cd330e2b45614,Health & Medicine,,Professional
How someone becomes HIV infected,51597e895e00d6e76b4cd330e2b7989a,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
How to know if you have HIV-AIDS,51597e895e00d6e76b4cd330e2ba798d,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
How to use a condom,51597e895e00d6e76b4cd330e2c946a2,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
How to's of care giving-Care and support for people with HIV-AIDS,51597e895e00d6e76b4cd330e2de9d5a,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
How you cannot get AIDS,51597e895e00d6e76b4cd330e2f19684,Health & Medicine,English,Professional
Identifying and Helping Children with Agressive Behavior,51597e895e00d6e76b4cd330e2f5121d,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Important Conditions of Malnutrition,51597e895e00d6e76b4cd330e2f7dbb1,"Food and Nutrition,Health & Medicine",English,"Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Increasing Knowledge and Awareness about Gender,51597e895e00d6e76b4cd330e2fca92a,Social Sciences,English,Professional
Peace Education Program - Teacher Training Manual 3,527dac181fabb2651d65cf4048ebd325,Learning,English,Professional
Protocol to the African Charter on Human and Peoples Rights on the Rights of Women in Africa,52d32c7f3ae8c81341ccac926d0e4820,Politics & Government,English,Graduate
Speaking the Language of Peace,52d32c7f3ae8c81341ccac926d1a28d4,Human Development,English,Upper Secondary
Building Blocks of Peace- An Understanding of Peace,52d32c7f3ae8c81341ccac926d2cdce5,Human Development,English,Upper Secondary
Valuing Diversity and Practicing Tolerance,52d32c7f3ae8c81341ccac926d3bfb73,Human Development,English,Upper Secondary
Community Mobilization Approach,52d32c7f3ae8c81341ccac926d4e6904,Human Development,English,Professional
Community Mobilization for Disease and Emergencies,52d32c7f3ae8c81341ccac926d55c290,Human Development,English,Professional
